Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	 : 
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	(m/s²)(N)	 
2.3046875000000e+000	       -0.231942	      -0.1087909
2.3242187500000e+000	      -0.2370069	     -0.08654507
2.3437500000000e+000	      -0.2898371	      -0.1075139
2.3632812500000e+000	      -0.2270152	     -0.06464079
2.3828125000000e+000	      -0.3608274	      -0.0735347
2.4023437500000e+000	      -0.2387259	       0.1174471
2.4218750000000e+000	      -0.2554263	      -0.1360871
2.4414062500000e+000	      -0.3926277	      -0.2258659
2.4609375000000e+000	       -0.251675	      0.09301728
2.4804687500000e+000	       -0.319647	     -0.03584377
2.5000000000000e+000	      -0.3216134	      0.04606321
2.5195312500000e+000	      -0.3753496	      0.05586327
2.5390625000000e+000	      -0.2252341	      0.03430908
2.5585937500000e+000	      -0.1802873	      0.02439011
2.5781250000000e+000	      -0.3295686	     -0.07312991
2.5976562500000e+000	      -0.3191323	      0.02503457
2.6171875000000e+000	      -0.2003086	      -0.0383442
2.6367187500000e+000	      -0.1299219	       -0.175231
2.6562500000000e+000	      -0.2530866	      0.01809352
2.6757812500000e+000	      -0.2111988	   -0.0009278582
2.6953125000000e+000	      -0.1418331	     -0.03639973
2.7148437500000e+000	      -0.2055226	    -0.008664311
2.7343750000000e+000	      -0.3882105	    -0.003885268
2.7539062500000e+000	      -0.2094894	      -0.0411112
2.7734375000000e+000	      -0.2309243	      -0.0255574
2.7929687500000e+000	       -0.236118	     -0.02171294
2.8125000000000e+000	       -0.360656	      0.03280649
2.8320312500000e+000	      -0.3345799	       0.1010709
2.8515625000000e+000	      -0.2761712	      0.03495138
2.8710937500000e+000	      -0.2465564	     -0.08022179
2.8906250000000e+000	       -0.242902	     -0.01322792
2.9101562500000e+000	      -0.3184605	    -0.004736785
2.9296875000000e+000	      -0.2744385	     -0.07936282
2.9492187500000e+000	      -0.3030789	     -0.09511796
2.9687500000000e+000	       -0.315957	    -0.008288404
2.9882812500000e+000	      -0.3549012	      0.08193952
3.0078125000000e+000	      -0.3032126	       0.1079617
3.0273437500000e+000	      -0.1281347	     -0.02599804
3.0468750000000e+000	      -0.2550946	     -0.07046541
3.0664062500000e+000	       -0.217594	     -0.03088731
3.0859375000000e+000	      -0.2616127	     -0.03593389
3.1054687500000e+000	       -0.201939	    -0.001108736
3.1250000000000e+000	      -0.1871964	     -0.03559709
3.1445312500000e+000	      -0.2885437	     -0.06355479
3.1640625000000e+000	       -0.281593	     -0.03411452
3.1835937500000e+000	      -0.3247865	      0.05383847
3.2031250000000e+000	      -0.3817056	    -0.007665841
3.2226562500000e+000	      -0.2815444	      0.06808312
3.2421875000000e+000	      -0.1923288	      0.03228949
3.2617187500000e+000	      -0.2412368	      0.01629809
3.2812500000000e+000	      -0.2034393	     -0.05290898
3.3007812500000e+000	      -0.2872693	     -0.02001665
3.3203125000000e+000	      -0.2829518	     -0.03944201
3.3398437500000e+000	      -0.2390494	     -0.05491954
3.3593750000000e+000	      -0.1985655	     -0.04024047
3.3789062500000e+000	      -0.3240964	      0.06250551
3.3984375000000e+000	      -0.4473019	       0.0289102
3.4179687500000e+000	      -0.2147748	      -0.0109921
3.4375000000000e+000	      -0.2746244	    -0.003439298
3.4570312500000e+000	      -0.3846854	      0.05872054
3.4765625000000e+000	      -0.2576208	      0.04800318
3.4960937500000e+000	      -0.3157182	      0.07388981
3.5156250000000e+000	      -0.2393395	      0.06124512
3.5351562500000e+000	      -0.2216912	      -0.0320912
3.5546875000000e+000	      -0.2520579	     0.009502014
3.5742187500000e+000	      -0.2975045	     -0.05092923
3.5937500000000e+000	      -0.3609153	      0.07630958
3.6132812500000e+000	      -0.2434199	     -0.01531115
3.6328125000000e+000	      -0.2671802	     -0.06293874
3.6523437500000e+000	      -0.4112886	       0.1034464
3.6718750000000e+000	      -0.3014766	      0.08961035
3.6914062500000e+000	      -0.2262235	       0.1089377
3.7109375000000e+000	      -0.2929557	       0.1522192
3.7304687500000e+000	      -0.2270533	       0.1326159
3.7500000000000e+000	      -0.2721308	      0.06293088
3.7695312500000e+000	      -0.2534119	    -0.008840664
3.7890625000000e+000	      -0.3141598	      0.05487056
3.8085937500000e+000	      -0.2813719	      0.01313123
3.8281250000000e+000	      -0.2513891	      0.07007441
3.8476562500000e+000	      -0.2979063	      0.04613789
3.8671875000000e+000	      -0.2296725	     -0.01050673
3.8867187500000e+000	      -0.2073141	      0.04650212
3.9062500000000e+000	      -0.2642436	      0.02966298
3.9257812500000e+000	      -0.3216722	       0.1292231
3.9453125000000e+000	      -0.2198099	      0.07371822
3.9648437500000e+000	      -0.1966434	       0.1090675
3.9843750000000e+000	      -0.1793351	     0.001229189
4.0039062500000e+000	      -0.2408855	     -0.02529184
4.0234375000000e+000	      -0.2656713	     -0.02914777
4.0429687500000e+000	      -0.3532884	     -0.05328921
4.0625000000000e+000	      -0.3057456	      0.09552507
4.0820312500000e+000	      -0.2749864	       0.1572713
4.1015625000000e+000	      -0.1882502	      0.08626416
4.1210937500000e+000	      -0.3082264	      0.05868912
4.1406250000000e+000	      -0.2778727	      0.03970156
4.1601562500000e+000	      -0.2665979	       0.1662943
4.1796875000000e+000	      -0.3022292	      0.04921036
4.1992187500000e+000	       -0.215055	      0.03580985
4.2187500000000e+000	      -0.1178353	      0.04481241
4.2382812500000e+000	      -0.2749945	     -0.05270229
4.2578125000000e+000	      -0.3149468	     -0.03309407
4.2773437500000e+000	        -0.30034	      0.04117392
4.2968750000000e+000	      -0.2686842	       0.1306812
4.3164062500000e+000	      -0.3303773	      0.01823357
4.3359375000000e+000	      -0.2357482	     -0.02825748
4.3554687500000e+000	      -0.4403839	      0.04119927
4.3750000000000e+000	      -0.3298026	      0.09991112
4.3945312500000e+000	      -0.2466306	      0.08923975
4.4140625000000e+000	      -0.2727705	       0.1131747
4.4335937500000e+000	      -0.2488758	      0.02385788
4.4531250000000e+000	      -0.3079248	      0.04003224
4.4726562500000e+000	       -0.250058	       0.1249022
4.4921875000000e+000	      -0.3094195	        0.022278
4.5117187500000e+000	      -0.2576451	      0.09882344
4.5312500000000e+000	      -0.2235487	       0.0490071
4.5507812500000e+000	      -0.2116947	      0.01834766
4.5703125000000e+000	      -0.2492785	      0.04827237
4.5898437500000e+000	      -0.3515981	      -0.0429207
4.6093750000000e+000	      -0.3427319	      0.06834004
4.6289062500000e+000	      -0.2410007	     -0.01344395
4.6484375000000e+000	       -0.240221	     -0.02301061
4.6679687500000e+000	      -0.3208333	      0.04599537
4.6875000000000e+000	       -0.368174	      0.01757204
4.7070312500000e+000	      -0.3070951	      0.06287061
4.7265625000000e+000	      -0.3177377	       0.1163384
4.7460937500000e+000	      -0.2731637	      -0.0273162
4.7656250000000e+000	      -0.4026427	      0.05052979
4.7851562500000e+000	      -0.3523346	       0.1181852
4.8046875000000e+000	      -0.3180044	       0.1102614
4.8242187500000e+000	       -0.230845	      0.03876717
4.8437500000000e+000	      -0.3188721	      0.05858258
4.8632812500000e+000	      -0.2593612	      0.02296695
4.8828125000000e+000	      -0.2739758	      0.02529174
4.9023437500000e+000	      -0.4060443	      0.07733323
4.9218750000000e+000	      -0.2475532	       0.1184859
4.9414062500000e+000	      -0.2831712	      0.08992741
4.9609375000000e+000	      -0.2929866	      0.03671839
4.9804687500000e+000	      -0.3162965	      0.05356827
5.0000000000000e+000	      -0.3183349	      0.05888686
5.0195312500000e+000	       -0.374959	      0.04609465
5.0390625000000e+000	      -0.2923633	       0.1005218
5.0585937500000e+000	      -0.2829672	       0.1030651
5.0781250000000e+000	      -0.3571378	       0.0969067
5.0976562500000e+000	       -0.340398	      0.08228889
5.1171875000000e+000	      -0.3500498	       0.1282526
5.1367187500000e+000	      -0.3353475	       0.1263799
5.1562500000000e+000	      -0.3115381	      0.03862593
5.1757812500000e+000	      -0.4575756	       0.1108132
5.1953125000000e+000	      -0.4514207	      0.09152868
5.2148437500000e+000	        -0.44423	      0.06954717
5.2343750000000e+000	      -0.4953142	       0.1091418
5.2539062500000e+000	       -0.643813	       0.1008287
5.2734375000000e+000	        -0.83737	        0.347727
5.2929687500000e+000	       -1.176557	       0.8022557
5.3125000000000e+000	        1.086628	        2.619063
5.3320312500000e+000	       0.8121591	       0.1699004
5.3515625000000e+000	       0.2534094	      0.02172543
5.3710937500000e+000	       0.1684356	      0.07708956
5.3906250000000e+000	       0.0752214	     0.003827361
5.4101562500000e+000	       0.0528424	      0.05890492
5.4296875000000e+000	       0.1028328	      0.01892057
5.4492187500000e+000	      -0.0593008	     -0.05241186
5.4687500000000e+000	     -0.07305126	      -0.0312127
5.4882812500000e+000	     -0.06424483	     0.004571946
5.5078125000000e+000	      -0.0591132	    -0.001951139
5.5273437500000e+000	      -0.1126211	      -0.0979315
5.5468750000000e+000	      -0.1859432	     -0.01956773
5.5664062500000e+000	      -0.1934805	     0.005126752
5.5859375000000e+000	      -0.2418103	      0.01419705
5.6054687500000e+000	      -0.1790687	     -0.04221325
5.6250000000000e+000	       -0.195568	       0.0116888
5.6445312500000e+000	      -0.1249634	     -0.04798126
5.6640625000000e+000	      -0.2029304	    -0.005763595
5.6835937500000e+000	      -0.1888248	      0.02434208
5.7031250000000e+000	       -0.189347	    -0.009399422
5.7226562500000e+000	      -0.2072799	     -0.04114016
5.7421875000000e+000	      -0.1964185	     -0.01421636
5.7617187500000e+000	      -0.2668464	     0.007602729
5.7812500000000e+000	      -0.2157025	   -0.0003089433
5.8007812500000e+000	      -0.2217667	    -0.008802075
5.8203125000000e+000	      -0.2416599	      0.02520837
5.8398437500000e+000	      -0.2492559	     0.006179586
5.8593750000000e+000	      -0.2711652	    -0.006832203
5.8789062500000e+000	      -0.1884802	      0.02920425
5.8984375000000e+000	      -0.2194867	      0.01009102
5.9179687500000e+000	       -0.232277	      0.07909219
5.9375000000000e+000	      -0.1705585	      0.04069418
5.9570312500000e+000	       -0.226509	      0.05494998
5.9765625000000e+000	      -0.1465316	      0.00560675
5.9960937500000e+000	      -0.2320113	      0.01586035
6.0156250000000e+000	       -0.236271	     -0.02978674
6.0351562500000e+000	      -0.2611943	     -0.02088821
6.0546875000000e+000	       -0.262675	      0.01624202
6.0742187500000e+000	       -0.160889	     -0.05095541
6.0937500000000e+000	      -0.1675445	      0.01617676
6.1132812500000e+000	      -0.2175388	     -0.01583404
6.1328125000000e+000	      -0.3109538	     -0.07520343
6.1523437500000e+000	      -0.2761089	     -0.01573717
6.1718750000000e+000	      -0.2510678	      0.09137216
6.1914062500000e+000	      -0.2254386	      0.01101722
6.2109375000000e+000	      -0.2231389	      0.08375564
6.2304687500000e+000	      -0.2602024	      0.02329194
6.2500000000000e+000	      -0.2573145	       0.0296011
6.2695312500000e+000	      -0.2191148	       0.0356409
6.2890625000000e+000	      -0.2191828	     -0.05341963
6.3085937500000e+000	      -0.2702604	      0.03087592
6.3281250000000e+000	      -0.2736213	     -0.03284914
6.3476562500000e+000	      -0.1795711	      0.06218886
6.3671875000000e+000	      -0.2476482	      0.01661422
6.3867187500000e+000	      -0.2514149	     -0.03646812
6.4062500000000e+000	      -0.2999168	      0.02195342
6.4257812500000e+000	      -0.2294154	     0.008019982
6.4453125000000e+000	      -0.2002999	      0.04372866
6.4648437500000e+000	      -0.2622734	      0.01354318
6.4843750000000e+000	      -0.2209156	      0.05393143
6.5039062500000e+000	      -0.1952319	     -0.01251503
6.5234375000000e+000	      -0.2733359	      0.06030789
6.5429687500000e+000	      -0.2318192	       0.0201818
6.5625000000000e+000	      -0.2290598	       0.0177845
6.5820312500000e+000	      -0.2383474	      0.07200325
6.6015625000000e+000	      -0.1536986	      0.04029244
6.6210937500000e+000	      -0.2884014	     -0.08075847
6.6406250000000e+000	      -0.2817965	     -0.04398303
6.6601562500000e+000	      -0.2667949	    -0.001914347
6.6796875000000e+000	      -0.2931345	      0.05564342
6.6992187500000e+000	      -0.2073846	       0.1010137
6.7187500000000e+000	      -0.1972265	      0.08573014
6.7382812500000e+000	      -0.2324697	     0.002062812
6.7578125000000e+000	      -0.2181595	    -0.007025186
6.7773437500000e+000	      -0.2419749	       0.0203651
6.7968750000000e+000	      -0.1768768	     -0.00995355
6.8164062500000e+000	      -0.2518944	    -0.001887414
6.8359375000000e+000	      -0.1582419	     -0.05990442
6.8554687500000e+000	      -0.2067434	     -0.01442379
6.8750000000000e+000	      -0.2439559	     -0.02797948
6.8945312500000e+000	      -0.2344336	      0.02641231
6.9140625000000e+000	      -0.2655343	     -0.04209115
6.9335937500000e+000	      -0.2529686	     -0.01012572
6.9531250000000e+000	       -0.238838	     -0.07837505
6.9726562500000e+000	      -0.2887878	     -0.03648936
6.9921875000000e+000	      -0.3032721	      0.02719252
7.0117187500000e+000	      -0.2771758	       0.1234137
7.0312500000000e+000	       -0.169466	       0.0676984
7.0507812500000e+000	      -0.2506137	     -0.00792956
7.0703125000000e+000	       -0.249694	     0.004267228
7.0898437500000e+000	      -0.1915891	    -0.003424007
7.1093750000000e+000	      -0.2056038	     -0.03601336
7.1289062500000e+000	      -0.2902512	      0.01893993
7.1484375000000e+000	      -0.1891553	    -0.009805631
7.1679687500000e+000	      -0.2771471	     -0.05455924
7.1875000000000e+000	      -0.2263462	      0.02184732
7.2070312500000e+000	      -0.2660991	     -0.05380464
7.2265625000000e+000	      -0.2482148	   -2.37003e-006
7.2460937500000e+000	      -0.2636589	     -0.03645743
7.2656250000000e+000	      -0.2836148	     -0.02197033
7.2851562500000e+000	      -0.2127216	     -0.05648588
7.3046875000000e+000	      -0.3217428	    -0.001182078
7.3242187500000e+000	      -0.2755059	     0.004581233
7.3437500000000e+000	      -0.2571927	     -0.01413989
7.3632812500000e+000	      -0.3063729	     -0.02805479
7.3828125000000e+000	      -0.2695457	     -0.07688751
7.4023437500000e+000	      -0.3384516	      0.02200975
7.4218750000000e+000	      -0.2704098	    -0.006823231
7.4414062500000e+000	      -0.2740729	     0.005106668
7.4609375000000e+000	      -0.2349319	      0.04969477
7.4804687500000e+000	      -0.2600358	     -0.04489204
7.5000000000000e+000	      -0.2749196	      0.03322684
7.5195312500000e+000	      -0.2452164	      0.02764851
7.5390625000000e+000	      -0.2396071	     -0.01605501
7.5585937500000e+000	      -0.2338555	     -0.02349544
7.5781250000000e+000	      -0.2610408	     -0.04882439
7.5976562500000e+000	      -0.2735485	     -0.01517798
7.6171875000000e+000	      -0.2722977	      -0.0228604
7.6367187500000e+000	      -0.2438589	     -0.01431728
7.6562500000000e+000	      -0.2807079	     -0.05629158
7.6757812500000e+000	      -0.2797326	      0.02593374
7.6953125000000e+000	      -0.2497935	     -0.00649986
7.7148437500000e+000	      -0.2712764	     -0.01013228
7.7343750000000e+000	      -0.2725278	     -0.01812232
7.7539062500000e+000	      -0.3255934	     -0.04355055
7.7734375000000e+000	      -0.2902915	      0.04396829
7.7929687500000e+000	      -0.2240945	      0.00162507
7.8125000000000e+000	        -0.35543	     -0.02734154
7.8320312500000e+000	      -0.2390087	      0.01128008
7.8515625000000e+000	      -0.2382832	    -0.001523142
7.8710937500000e+000	      -0.2374837	     -0.03402483
7.8906250000000e+000	      -0.2263337	     -0.01642008
7.9101562500000e+000	      -0.2766506	      0.01496746
7.9296875000000e+000	      -0.2956369	     -0.08711433
7.9492187500000e+000	      -0.2702378	     -0.01646697
7.9687500000000e+000	      -0.2916847	      0.01685117
7.9882812500000e+000	      -0.2340914	      0.04663294
8.0078125000000e+000	      -0.2723831	      0.06742044
8.0273437500000e+000	      -0.2171402	      0.00861406
8.0468750000000e+000	      -0.2504722	      0.01499677
8.0664062500000e+000	      -0.2420427	     -0.01148177
8.0859375000000e+000	      -0.2496391	     -0.04256811
8.1054687500000e+000	      -0.2485916	     -0.02136579
8.1250000000000e+000	      -0.2695728	     -0.02427749
8.1445312500000e+000	      -0.2618291	    -0.004196508
8.1640625000000e+000	       -0.271977	     0.009978404
8.1835937500000e+000	      -0.2167525	     -0.01953002
8.2031250000000e+000	      -0.2080804	     0.005387064
8.2226562500000e+000	      -0.2260707	     -0.03742032
8.2421875000000e+000	      -0.3077209	     -0.01641058
8.2617187500000e+000	      -0.2563545	      0.02485223
8.2812500000000e+000	      -0.2269018	    -0.009616771
8.3007812500000e+000	      -0.2506443	      -0.0219248
8.3203125000000e+000	      -0.2240474	     -0.01248737
8.3398437500000e+000	      -0.2936098	      -0.0146581
8.3593750000000e+000	      -0.2912499	     -0.07250088
8.3789062500000e+000	      -0.2611662	      -0.0725405
8.3984375000000e+000	      -0.3266108	     -0.05494918
8.4179687500000e+000	      -0.3472983	     -0.04254343
8.4375000000000e+000	      -0.2889324	      0.02423256
8.4570312500000e+000	       -0.285456	    0.0005630138
8.4765625000000e+000	      -0.2592639	     -0.04387046
8.4960937500000e+000	      -0.2779492	    -0.004241347
8.5156250000000e+000	        -0.26018	     -0.01636421
8.5351562500000e+000	      -0.2345241	     -0.05091527
8.5546875000000e+000	      -0.2294865	     -0.02859306
8.5742187500000e+000	      -0.2738084	     -0.05327259
8.5937500000000e+000	      -0.2982568	     -0.02099198
8.6132812500000e+000	      -0.2888452	     0.004803845
8.6328125000000e+000	      -0.2377348	     -0.03524153
8.6523437500000e+000	      -0.3136916	     -0.07086592
8.6718750000000e+000	      -0.3153149	     0.003048622
8.6914062500000e+000	      -0.2433401	      0.03383463
8.7109375000000e+000	      -0.2432496	     -0.01083373
8.7304687500000e+000	      -0.3120905	      0.03016225
8.7500000000000e+000	       -0.274218	     0.005532054
8.7695312500000e+000	      -0.2157587	     -0.01958802
8.7890625000000e+000	      -0.2549998	    -0.003239792
8.8085937500000e+000	      -0.2499031	     -0.05240452
8.8281250000000e+000	      -0.2365128	     -0.03825267
8.8476562500000e+000	      -0.2582346	      0.01634617
8.8671875000000e+000	      -0.2525836	     0.007319743
8.8867187500000e+000	          -0.229	      -0.0511841
8.9062500000000e+000	      -0.2898793	    -0.008636164
8.9257812500000e+000	      -0.2543523	     -0.03100564
8.9453125000000e+000	      -0.2408056	     -0.02371794
8.9648437500000e+000	      -0.2652613	     -0.05395874
8.9843750000000e+000	      -0.3048463	      -0.0342082
9.0039062500000e+000	      -0.2843986	     -0.02338378
9.0234375000000e+000	      -0.1999763	      0.01450554
9.0429687500000e+000	      -0.2642525	     -0.07441702
9.0625000000000e+000	      -0.2576706	    -0.006190716
9.0820312500000e+000	      -0.2744235	     0.006851356
9.1015625000000e+000	      -0.2741392	     -0.02464419
9.1210937500000e+000	       -0.276885	      -0.0576754
9.1406250000000e+000	      -0.2968062	      -0.0132116
9.1601562500000e+000	      -0.3003066	    -0.002001272
9.1796875000000e+000	      -0.2837107	     -0.01576667
9.1992187500000e+000	      -0.2933403	     0.008918831
9.2187500000000e+000	      -0.2652946	     -0.02969454
9.2382812500000e+000	      -0.3426929	     -0.01388055
9.2578125000000e+000	      -0.2146866	      0.03519885
9.2773437500000e+000	      -0.2659301	     -0.04665567
9.2968750000000e+000	      -0.2794643	      0.02152141
9.3164062500000e+000	      -0.2532061	    0.0005660075
9.3359375000000e+000	      -0.2712372	      0.02624382
9.3554687500000e+000	      -0.2790952	    -0.007032153
9.3750000000000e+000	      -0.2516044	    -0.003271956
9.3945312500000e+000	      -0.2843556	     0.001886534
9.4140625000000e+000	      -0.2528525	      0.02254009
9.4335937500000e+000	      -0.2563905	     -0.05423818
9.4531250000000e+000	      -0.2742215	    -0.003677637
9.4726562500000e+000	      -0.2399167	     -0.02200775
9.4921875000000e+000	      -0.2704968	      -0.0073509
9.5117187500000e+000	      -0.2628145	        0.012415
9.5312500000000e+000	      -0.2418807	     -0.02130722
9.5507812500000e+000	      -0.2473974	     -0.03648545
9.5703125000000e+000	      -0.2531651	     -0.01481889
9.5898437500000e+000	       -0.287956	    -0.009023197
9.6093750000000e+000	       -0.261108	   -0.0009742105
9.6289062500000e+000	      -0.2357868	     -0.06312195
9.6484375000000e+000	      -0.2881803	      0.01151702
9.6679687500000e+000	      -0.2627163	     -0.02268887
9.6875000000000e+000	      -0.2604193	     -0.02632862
9.7070312500000e+000	       -0.252364	     -0.02465334
9.7265625000000e+000	      -0.2225353	     -0.04871895
9.7460937500000e+000	       -0.295602	     -0.03094102
9.7656250000000e+000	      -0.2510241	     -0.06875502
9.7851562500000e+000	      -0.2477712	     -0.02430576
9.8046875000000e+000	      -0.2515745	     -0.06308022
9.8242187500000e+000	      -0.2753217	     -0.03056157
9.8437500000000e+000	      -0.3086869	     -0.03916755
9.8632812500000e+000	      -0.2876169	     -0.01341901
9.8828125000000e+000	      -0.2996294	     -0.03031168
9.9023437500000e+000	       -0.289297	    -0.005567874
9.9218750000000e+000	      -0.2801207	    -0.003267771
9.9414062500000e+000	      -0.2669246	    -0.009469563
9.9609375000000e+000	      -0.3084947	     0.002913596
9.9804687500000e+000	      -0.2769467	     0.009643487
1.0000000000000e+001	      -0.2730877	     -0.02765507
1.0019531250000e+001	      -0.2103863	     0.008242949
1.0039062500000e+001	      -0.2774782	    -0.006891722
1.0058593750000e+001	      -0.2567007	     -0.02955738
1.0078125000000e+001	      -0.2515803	     -0.04972253
1.0097656250000e+001	      -0.2897723	     -0.02835739
1.0117187500000e+001	      -0.2615826	     -0.02194562
1.0136718750000e+001	      -0.2945997	    0.0005868754
